Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for windows-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:56:32 by "" with unknown MS VC++:1916
Memory: 4k page, physical 16659684k(9509300k free), swap 23213284k(9280100k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=2147483648 -XX:MaxNewSize=697933824 -XX:MaxTenuringThreshold=6 -XX:NewSize=697933824 -XX:OldPLABSize=16 -XX:OldSize=1395867648 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:-UseLargePagesIndividualAllocation -XX:+UseParNewGC 
2020-09-29T18:31:19.254+0200: 0.279: [GC (Allocation Failure) 2020-09-29T18:31:19.254+0200: 0.279: [ParNew: 545344K->39977K(613440K), 0.0348668 secs] 545344K->39977K(2029056K), 0.0349941 secs] [Times: user=0.22 sys=0.03, real=0.04 secs] 
2020-09-29T18:32:32.513+0200: 73.538: [GC (Allocation Failure) 2020-09-29T18:32:32.513+0200: 73.538: [ParNew: 613440K->47363K(613440K), 0.0144340 secs] 639983K->73907K(2029056K), 0.0144914 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:32.577+0200: 73.602: [GC (Allocation Failure) 2020-09-29T18:32:32.577+0200: 73.602: [ParNew: 592707K->35444K(613440K), 0.0139740 secs] 619251K->61988K(2029056K), 0.0140356 secs] [Times: user=0.11 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:32.639+0200: 73.664: [GC (Allocation Failure) 2020-09-29T18:32:32.639+0200: 73.664: [ParNew: 580788K->48800K(613440K), 0.0199338 secs] 607332K->75344K(2029056K), 0.0200059 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:32.708+0200: 73.732: [GC (Allocation Failure) 2020-09-29T18:32:32.708+0200: 73.732: [ParNew: 594144K->39507K(613440K), 0.0166047 secs] 620688K->66051K(2029056K), 0.0166751 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:32.771+0200: 73.796: [GC (Allocation Failure) 2020-09-29T18:32:32.771+0200: 73.796: [ParNew: 584851K->38525K(613440K), 0.0142106 secs] 611395K->65069K(2029056K), 0.0142718 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:32.837+0200: 73.862: [GC (Allocation Failure) 2020-09-29T18:32:32.837+0200: 73.862: [ParNew: 583869K->31646K(613440K), 0.0146248 secs] 610413K->58190K(2029056K), 0.0146891 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:32.901+0200: 73.926: [GC (Allocation Failure) 2020-09-29T18:32:32.901+0200: 73.926: [ParNew: 576990K->62634K(613440K), 0.0246978 secs] 603534K->89177K(2029056K), 0.0247812 secs] [Times: user=0.16 sys=0.03, real=0.03 secs] 
2020-09-29T18:32:32.972+0200: 73.997: [GC (Allocation Failure) 2020-09-29T18:32:32.972+0200: 73.997: [ParNew: 607978K->46519K(613440K), 0.0115780 secs] 634521K->73062K(2029056K), 0.0116330 secs] [Times: user=0.06 sys=0.02, real=0.01 secs] 
2020-09-29T18:32:33.033+0200: 74.057: [GC (Allocation Failure) 2020-09-29T18:32:33.033+0200: 74.057: [ParNew: 591863K->49895K(613440K), 0.0221633 secs] 618406K->76439K(2029056K), 0.0222361 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:33.104+0200: 74.129: [GC (Allocation Failure) 2020-09-29T18:32:33.104+0200: 74.129: [ParNew: 595239K->39338K(613440K), 0.0159449 secs] 621783K->65882K(2029056K), 0.0160003 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:33.167+0200: 74.192: [GC (Allocation Failure) 2020-09-29T18:32:33.167+0200: 74.192: [ParNew: 584682K->54614K(613440K), 0.0197574 secs] 611226K->81158K(2029056K), 0.0269035 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:33.259+0200: 74.284: [GC (Allocation Failure) 2020-09-29T18:32:33.259+0200: 74.284: [ParNew: 599958K->45525K(613440K), 0.0186717 secs] 626502K->72069K(2029056K), 0.0187256 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:33.326+0200: 74.351: [GC (Allocation Failure) 2020-09-29T18:32:33.326+0200: 74.351: [ParNew: 590869K->37946K(613440K), 0.0112049 secs] 617413K->64490K(2029056K), 0.0112732 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:33.390+0200: 74.415: [GC (Allocation Failure) 2020-09-29T18:32:33.390+0200: 74.415: [ParNew: 583290K->34697K(613440K), 0.0166636 secs] 609834K->61241K(2029056K), 0.0167543 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:33.461+0200: 74.486: [GC (Allocation Failure) 2020-09-29T18:32:33.461+0200: 74.486: [ParNew: 580041K->53721K(613440K), 0.0213482 secs] 606585K->80264K(2029056K), 0.0214144 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:33.531+0200: 74.556: [GC (Allocation Failure) 2020-09-29T18:32:33.531+0200: 74.556: [ParNew: 599065K->68096K(613440K), 0.0257964 secs] 625608K->95056K(2029056K), 0.0258635 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:33.605+0200: 74.630: [GC (Allocation Failure) 2020-09-29T18:32:33.605+0200: 74.630: [ParNew: 613440K->51642K(613440K), 0.0147626 secs] 640400K->78603K(2029056K), 0.0148215 secs] [Times: user=0.11 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:33.669+0200: 74.694: [GC (Allocation Failure) 2020-09-29T18:32:33.669+0200: 74.694: [ParNew: 596986K->25023K(613440K), 0.0126881 secs] 623947K->51984K(2029056K), 0.0127455 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:33.734+0200: 74.759: [GC (Allocation Failure) 2020-09-29T18:32:33.734+0200: 74.759: [ParNew: 570367K->42330K(613440K), 0.0177497 secs] 597328K->69291K(2029056K), 0.0178160 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:33.801+0200: 74.826: [GC (Allocation Failure) 2020-09-29T18:32:33.801+0200: 74.826: [ParNew: 587674K->58109K(613440K), 0.0207324 secs] 614635K->85070K(2029056K), 0.0207932 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:33.870+0200: 74.895: [GC (Allocation Failure) 2020-09-29T18:32:33.870+0200: 74.895: [ParNew: 603453K->46958K(613440K), 0.0193164 secs] 630414K->73919K(2029056K), 0.0193702 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:33.938+0200: 74.963: [GC (Allocation Failure) 2020-09-29T18:32:33.938+0200: 74.963: [ParNew: 592302K->43264K(613440K), 0.0143278 secs] 619263K->70225K(2029056K), 0.0143941 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:34.009+0200: 75.034: [GC (Allocation Failure) 2020-09-29T18:32:34.009+0200: 75.034: [ParNew: 588608K->39932K(613440K), 0.0190179 secs] 615569K->66893K(2029056K), 0.0190913 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:34.076+0200: 75.101: [GC (Allocation Failure) 2020-09-29T18:32:34.076+0200: 75.101: [ParNew: 585276K->50812K(613440K), 0.0256736 secs] 612237K->77773K(2029056K), 0.0257584 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:34.153+0200: 75.177: [GC (Allocation Failure) 2020-09-29T18:32:34.153+0200: 75.177: [ParNew: 596156K->39080K(613440K), 0.0226763 secs] 623117K->66041K(2029056K), 0.0227453 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:34.238+0200: 75.263: [GC (Allocation Failure) 2020-09-29T18:32:34.238+0200: 75.263: [ParNew: 584424K->34696K(613440K), 0.0233022 secs] 611385K->61657K(2029056K), 0.0233763 secs] [Times: user=0.20 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:34.314+0200: 75.339: [GC (Allocation Failure) 2020-09-29T18:32:34.314+0200: 75.339: [ParNew: 580040K->31387K(613440K), 0.0223308 secs] 607001K->58348K(2029056K), 0.0223980 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:34.385+0200: 75.410: [GC (Allocation Failure) 2020-09-29T18:32:34.385+0200: 75.410: [ParNew: 576731K->53917K(613440K), 0.0275760 secs] 603692K->80878K(2029056K), 0.0276562 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:34.467+0200: 75.492: [GC (Allocation Failure) 2020-09-29T18:32:34.467+0200: 75.492: [ParNew: 599261K->35210K(613440K), 0.0171362 secs] 626222K->62171K(2029056K), 0.0172162 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:34.542+0200: 75.567: [GC (Allocation Failure) 2020-09-29T18:32:34.542+0200: 75.567: [ParNew: 580554K->50212K(613440K), 0.0311605 secs] 607515K->77173K(2029056K), 0.0312671 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:34.626+0200: 75.651: [GC (Allocation Failure) 2020-09-29T18:32:34.627+0200: 75.651: [ParNew: 595556K->35990K(613440K), 0.0258321 secs] 622517K->62951K(2029056K), 0.0259157 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:34.702+0200: 75.727: [GC (Allocation Failure) 2020-09-29T18:32:34.702+0200: 75.727: [ParNew: 581334K->37801K(613440K), 0.0211941 secs] 608295K->64762K(2029056K), 0.0212642 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:34.780+0200: 75.805: [GC (Allocation Failure) 2020-09-29T18:32:34.780+0200: 75.805: [ParNew: 583145K->55344K(613440K), 0.0270199 secs] 610106K->82305K(2029056K), 0.0271185 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:34.866+0200: 75.891: [GC (Allocation Failure) 2020-09-29T18:32:34.866+0200: 75.891: [ParNew: 600688K->60740K(613440K), 0.0272933 secs] 627649K->87701K(2029056K), 0.0273615 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:34.945+0200: 75.970: [GC (Allocation Failure) 2020-09-29T18:32:34.945+0200: 75.970: [ParNew: 606084K->48378K(613440K), 0.0248567 secs] 633045K->75339K(2029056K), 0.0249347 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:35.030+0200: 76.055: [GC (Allocation Failure) 2020-09-29T18:32:35.030+0200: 76.055: [ParNew: 593722K->35856K(613440K), 0.0165541 secs] 620683K->62817K(2029056K), 0.0166275 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:35.106+0200: 76.131: [GC (Allocation Failure) 2020-09-29T18:32:35.106+0200: 76.131: [ParNew: 581200K->53823K(613440K), 0.0312995 secs] 608161K->80784K(2029056K), 0.0313814 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:35.186+0200: 76.211: [GC (Allocation Failure) 2020-09-29T18:32:35.186+0200: 76.211: [ParNew: 599167K->68096K(613440K), 0.0295901 secs] 626128K->95056K(2029056K), 0.0296545 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:35.267+0200: 76.292: [GC (Allocation Failure) 2020-09-29T18:32:35.267+0200: 76.292: [ParNew: 613440K->46183K(613440K), 0.0218452 secs] 640400K->73143K(2029056K), 0.0219133 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:35.340+0200: 76.365: [GC (Allocation Failure) 2020-09-29T18:32:35.340+0200: 76.365: [ParNew: 591527K->45950K(613440K), 0.0299443 secs] 618487K->72911K(2029056K), 0.0300179 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:35.420+0200: 76.445: [GC (Allocation Failure) 2020-09-29T18:32:35.420+0200: 76.445: [ParNew: 591294K->38240K(613440K), 0.0216226 secs] 618255K->65201K(2029056K), 0.0216930 secs] [Times: user=0.22 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:35.499+0200: 76.524: [GC (Allocation Failure) 2020-09-29T18:32:35.499+0200: 76.524: [ParNew: 583584K->52021K(613440K), 0.0259922 secs] 610545K->78982K(2029056K), 0.0260659 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:35.572+0200: 76.597: [GC (Allocation Failure) 2020-09-29T18:32:35.573+0200: 76.597: [ParNew: 597365K->65417K(613440K), 0.0321939 secs] 624326K->92378K(2029056K), 0.0322982 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:35.653+0200: 76.678: [GC (Allocation Failure) 2020-09-29T18:32:35.653+0200: 76.678: [ParNew: 610761K->65093K(613440K), 0.0308942 secs] 637722K->92053K(2029056K), 0.0309906 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:35.737+0200: 76.762: [GC (Allocation Failure) 2020-09-29T18:32:35.737+0200: 76.762: [ParNew: 610437K->50161K(613440K), 0.0223156 secs] 637397K->77122K(2029056K), 0.0223946 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:35.819+0200: 76.844: [GC (Allocation Failure) 2020-09-29T18:32:35.819+0200: 76.844: [ParNew: 595505K->48914K(613440K), 0.0292915 secs] 622466K->75875K(2029056K), 0.0293629 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:35.899+0200: 76.924: [GC (Allocation Failure) 2020-09-29T18:32:35.899+0200: 76.924: [ParNew: 594258K->55038K(613440K), 0.0280391 secs] 621219K->81999K(2029056K), 0.0282523 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:35.979+0200: 77.003: [GC (Allocation Failure) 2020-09-29T18:32:35.979+0200: 77.003: [ParNew: 600382K->44768K(613440K), 0.0266899 secs] 627343K->71729K(2029056K), 0.0267766 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:36.056+0200: 77.081: [GC (Allocation Failure) 2020-09-29T18:32:36.056+0200: 77.081: [ParNew: 590112K->42337K(613440K), 0.0254875 secs] 617073K->69298K(2029056K), 0.0255555 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:36.141+0200: 77.166: [GC (Allocation Failure) 2020-09-29T18:32:36.141+0200: 77.166: [ParNew: 587681K->43634K(613440K), 0.0229247 secs] 614642K->70595K(2029056K), 0.0230026 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:36.218+0200: 77.243: [GC (Allocation Failure) 2020-09-29T18:32:36.219+0200: 77.243: [ParNew: 588978K->64392K(613440K), 0.0302195 secs] 615939K->91353K(2029056K), 0.0303124 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:36.301+0200: 77.325: [GC (Allocation Failure) 2020-09-29T18:32:36.301+0200: 77.326: [ParNew: 609736K->46348K(613440K), 0.0283050 secs] 636697K->73309K(2029056K), 0.0284013 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:36.378+0200: 77.403: [GC (Allocation Failure) 2020-09-29T18:32:36.378+0200: 77.403: [ParNew: 591692K->46721K(613440K), 0.0276898 secs] 618653K->73681K(2029056K), 0.0278509 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:36.458+0200: 77.483: [GC (Allocation Failure) 2020-09-29T18:32:36.458+0200: 77.483: [ParNew: 592065K->68096K(613440K), 0.0342427 secs] 619025K->95056K(2029056K), 0.0343268 secs] [Times: user=0.25 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:36.542+0200: 77.567: [GC (Allocation Failure) 2020-09-29T18:32:36.542+0200: 77.567: [ParNew: 613440K->58763K(613440K), 0.0259574 secs] 640400K->85724K(2029056K), 0.0260501 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:36.623+0200: 77.648: [GC (Allocation Failure) 2020-09-29T18:32:36.623+0200: 77.648: [ParNew: 604107K->46701K(613440K), 0.0262391 secs] 631068K->73662K(2029056K), 0.0263203 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:36.705+0200: 77.729: [GC (Allocation Failure) 2020-09-29T18:32:36.705+0200: 77.729: [ParNew: 592045K->37817K(613440K), 0.0160408 secs] 619006K->64778K(2029056K), 0.0161354 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:36.784+0200: 77.809: [GC (Allocation Failure) 2020-09-29T18:32:36.784+0200: 77.809: [ParNew: 583161K->39805K(613440K), 0.0228442 secs] 610122K->66766K(2029056K), 0.0229120 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:36.858+0200: 77.883: [GC (Allocation Failure) 2020-09-29T18:32:36.858+0200: 77.883: [ParNew: 585149K->43820K(613440K), 0.0240547 secs] 612110K->70780K(2029056K), 0.0241434 secs] [Times: user=0.22 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:36.944+0200: 77.968: [GC (Allocation Failure) 2020-09-29T18:32:36.944+0200: 77.969: [ParNew: 589164K->54075K(613440K), 0.0286889 secs] 616124K->81036K(2029056K), 0.0287638 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:37.027+0200: 78.052: [GC (Allocation Failure) 2020-09-29T18:32:37.027+0200: 78.052: [ParNew: 599419K->38629K(613440K), 0.0196837 secs] 626380K->65590K(2029056K), 0.0197560 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:37.107+0200: 78.132: [GC (Allocation Failure) 2020-09-29T18:32:37.107+0200: 78.132: [ParNew: 583973K->40201K(613440K), 0.0250943 secs] 610934K->67162K(2029056K), 0.0251771 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:37.185+0200: 78.209: [GC (Allocation Failure) 2020-09-29T18:32:37.185+0200: 78.209: [ParNew: 585545K->53913K(613440K), 0.0247335 secs] 612506K->80873K(2029056K), 0.0248205 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:37.262+0200: 78.287: [GC (Allocation Failure) 2020-09-29T18:32:37.266+0200: 78.290: [ParNew: 599257K->58886K(613440K), 0.0294024 secs] 626217K->85847K(2029056K), 0.0323260 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:37.345+0200: 78.369: [GC (Allocation Failure) 2020-09-29T18:32:37.345+0200: 78.369: [ParNew: 604230K->45819K(613440K), 0.0213942 secs] 631191K->72780K(2029056K), 0.0214611 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:37.431+0200: 78.455: [GC (Allocation Failure) 2020-09-29T18:32:37.431+0200: 78.455: [ParNew: 591163K->54339K(613440K), 0.0306499 secs] 618124K->81300K(2029056K), 0.0307195 secs] [Times: user=0.24 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:37.523+0200: 78.547: [GC (Allocation Failure) 2020-09-29T18:32:37.523+0200: 78.547: [ParNew: 599683K->38869K(613440K), 0.0210816 secs] 626644K->65830K(2029056K), 0.0211616 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:37.599+0200: 78.623: [GC (Allocation Failure) 2020-09-29T18:32:37.599+0200: 78.623: [ParNew: 584213K->55420K(613440K), 0.0276109 secs] 611174K->82381K(2029056K), 0.0276800 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:37.678+0200: 78.703: [GC (Allocation Failure) 2020-09-29T18:32:37.679+0200: 78.703: [ParNew: 600764K->64123K(613440K), 0.0323129 secs] 627725K->91084K(2029056K), 0.0324072 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:37.759+0200: 78.783: [GC (Allocation Failure) 2020-09-29T18:32:37.759+0200: 78.783: [ParNew: 609467K->48958K(613440K), 0.0245940 secs] 636428K->75919K(2029056K), 0.0246909 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:37.833+0200: 78.858: [GC (Allocation Failure) 2020-09-29T18:32:37.834+0200: 78.858: [ParNew: 594302K->42220K(613440K), 0.0234360 secs] 621263K->69180K(2029056K), 0.0235314 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:37.910+0200: 78.934: [GC (Allocation Failure) 2020-09-29T18:32:37.910+0200: 78.934: [ParNew: 587564K->36405K(613440K), 0.0223341 secs] 614524K->63366K(2029056K), 0.0224030 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:37.986+0200: 79.010: [GC (Allocation Failure) 2020-09-29T18:32:37.986+0200: 79.010: [ParNew: 581749K->35217K(613440K), 0.0200250 secs] 608710K->62178K(2029056K), 0.0201037 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:38.068+0200: 79.093: [GC (Allocation Failure) 2020-09-29T18:32:38.068+0200: 79.093: [ParNew: 580561K->56001K(613440K), 0.0330952 secs] 607522K->82962K(2029056K), 0.0331689 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:38.152+0200: 79.176: [GC (Allocation Failure) 2020-09-29T18:32:38.152+0200: 79.176: [ParNew: 601345K->43617K(613440K), 0.0168325 secs] 628306K->70577K(2029056K), 0.0169007 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:38.225+0200: 79.249: [GC (Allocation Failure) 2020-09-29T18:32:38.225+0200: 79.249: [ParNew: 588961K->42963K(613440K), 0.0233671 secs] 615921K->69924K(2029056K), 0.0234384 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:38.297+0200: 79.322: [GC (Allocation Failure) 2020-09-29T18:32:38.297+0200: 79.322: [ParNew: 588307K->60465K(613440K), 0.0287786 secs] 615268K->87426K(2029056K), 0.0288487 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:38.379+0200: 79.403: [GC (Allocation Failure) 2020-09-29T18:32:38.379+0200: 79.403: [ParNew: 605809K->47466K(613440K), 0.0281267 secs] 632770K->74427K(2029056K), 0.0282220 secs] [Times: user=0.24 sys=0.01, real=0.03 secs] 
2020-09-29T18:32:38.463+0200: 79.488: [GC (Allocation Failure) 2020-09-29T18:32:38.463+0200: 79.488: [ParNew: 592810K->47609K(613440K), 0.0292524 secs] 619771K->74569K(2029056K), 0.0293359 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:38.544+0200: 79.568: [GC (Allocation Failure) 2020-09-29T18:32:38.544+0200: 79.568: [ParNew: 592953K->44393K(613440K), 0.0274866 secs] 619913K->71354K(2029056K), 0.0275998 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:38.622+0200: 79.646: [GC (Allocation Failure) 2020-09-29T18:32:38.622+0200: 79.646: [ParNew: 589737K->33062K(613440K), 0.0187840 secs] 616698K->60023K(2029056K), 0.0270347 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:38.707+0200: 79.732: [GC (Allocation Failure) 2020-09-29T18:32:38.707+0200: 79.732: [ParNew: 578406K->34994K(613440K), 0.0244489 secs] 605367K->61955K(2029056K), 0.0245161 secs] [Times: user=0.14 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:38.784+0200: 79.809: [GC (Allocation Failure) 2020-09-29T18:32:38.784+0200: 79.809: [ParNew: 580338K->33540K(613440K), 0.0215104 secs] 607299K->60501K(2029056K), 0.0215824 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:38.865+0200: 79.890: [GC (Allocation Failure) 2020-09-29T18:32:38.865+0200: 79.890: [ParNew: 578884K->31813K(613440K), 0.0214281 secs] 605845K->58774K(2029056K), 0.0215159 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:38.941+0200: 79.966: [GC (Allocation Failure) 2020-09-29T18:32:38.941+0200: 79.966: [ParNew: 577157K->32301K(613440K), 0.0196153 secs] 604118K->59262K(2029056K), 0.0197066 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:39.013+0200: 80.038: [GC (Allocation Failure) 2020-09-29T18:32:39.013+0200: 80.038: [ParNew: 577645K->28436K(613440K), 0.0177500 secs] 604606K->55397K(2029056K), 0.0178190 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:39.086+0200: 80.111: [GC (Allocation Failure) 2020-09-29T18:32:39.086+0200: 80.111: [ParNew: 573780K->44216K(613440K), 0.0282021 secs] 600741K->71177K(2029056K), 0.0282824 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:39.164+0200: 80.189: [GC (Allocation Failure) 2020-09-29T18:32:39.164+0200: 80.189: [ParNew: 589560K->39258K(613440K), 0.0254061 secs] 616521K->66219K(2029056K), 0.0254789 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:39.242+0200: 80.266: [GC (Allocation Failure) 2020-09-29T18:32:39.242+0200: 80.266: [ParNew: 584602K->57869K(613440K), 0.0334476 secs] 611563K->84830K(2029056K), 0.0335481 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:39.328+0200: 80.352: [GC (Allocation Failure) 2020-09-29T18:32:39.328+0200: 80.352: [ParNew: 603213K->67094K(613440K), 0.0340082 secs] 630174K->94055K(2029056K), 0.0340884 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:39.412+0200: 80.436: [GC (Allocation Failure) 2020-09-29T18:32:39.412+0200: 80.436: [ParNew: 612438K->28660K(613440K), 0.0224061 secs] 639399K->55621K(2029056K), 0.0224952 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:39.491+0200: 80.516: [GC (Allocation Failure) 2020-09-29T18:32:39.491+0200: 80.516: [ParNew: 574004K->50026K(613440K), 0.0297566 secs] 600965K->76986K(2029056K), 0.0298416 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
