Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for windows-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:56:32 by "" with unknown MS VC++:1916
Memory: 4k page, physical 16659684k(9509300k free), swap 23213284k(9280100k free)
CommandLine flags: -XX:InitialHeapSize=2147483648 -XX:MaxHeapSize=2147483648 -XX:MaxNewSize=697933824 -XX:MaxTenuringThreshold=6 -XX:NewSize=697933824 -XX:OldPLABSize=16 -XX:OldSize=1395867648 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:-UseLargePagesIndividualAllocation -XX:+UseParNewGC 
2020-09-29T18:31:19.254+0200: 0.279: [GC (Allocation Failure) 2020-09-29T18:31:19.254+0200: 0.279: [ParNew: 545344K->39977K(613440K), 0.0348668 secs] 545344K->39977K(2029056K), 0.0349941 secs] [Times: user=0.22 sys=0.03, real=0.04 secs] 
2020-09-29T18:31:58.116+0200: 39.140: [GC (Allocation Failure) 2020-09-29T18:31:58.116+0200: 39.140: [ParNew: 596229K->52016K(613440K), 0.0212812 secs] 613023K->68811K(2029056K), 0.0213439 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:58.191+0200: 39.215: [GC (Allocation Failure) 2020-09-29T18:31:58.191+0200: 39.215: [ParNew: 597360K->48139K(613440K), 0.0206250 secs] 614155K->64933K(2029056K), 0.0206938 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:58.261+0200: 39.285: [GC (Allocation Failure) 2020-09-29T18:31:58.261+0200: 39.285: [ParNew: 593483K->45825K(613440K), 0.0159426 secs] 610277K->62620K(2029056K), 0.0160073 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:58.323+0200: 39.348: [GC (Allocation Failure) 2020-09-29T18:31:58.323+0200: 39.348: [ParNew: 591169K->45444K(613440K), 0.0197126 secs] 607964K->62238K(2029056K), 0.0197746 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:58.393+0200: 39.417: [GC (Allocation Failure) 2020-09-29T18:31:58.393+0200: 39.417: [ParNew: 590788K->42168K(613440K), 0.0140531 secs] 607582K->58963K(2029056K), 0.0141208 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:58.465+0200: 39.489: [GC (Allocation Failure) 2020-09-29T18:31:58.465+0200: 39.490: [ParNew: 587512K->34378K(613440K), 0.0141826 secs] 604307K->51173K(2029056K), 0.0142553 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:58.529+0200: 39.553: [GC (Allocation Failure) 2020-09-29T18:31:58.529+0200: 39.553: [ParNew: 579722K->59556K(613440K), 0.0226717 secs] 596517K->76351K(2029056K), 0.0227334 secs] [Times: user=0.14 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:58.602+0200: 39.626: [GC (Allocation Failure) 2020-09-29T18:31:58.602+0200: 39.626: [ParNew: 604900K->68096K(613440K), 0.0225079 secs] 621695K->84924K(2029056K), 0.0225845 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:58.672+0200: 39.696: [GC (Allocation Failure) 2020-09-29T18:31:58.672+0200: 39.696: [ParNew: 613440K->44614K(613440K), 0.0164242 secs] 630268K->61443K(2029056K), 0.0164792 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:58.739+0200: 39.763: [GC (Allocation Failure) 2020-09-29T18:31:58.739+0200: 39.763: [ParNew: 589958K->37370K(613440K), 0.0150902 secs] 606787K->54198K(2029056K), 0.0151456 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:58.806+0200: 39.830: [GC (Allocation Failure) 2020-09-29T18:31:58.806+0200: 39.830: [ParNew: 582714K->32499K(613440K), 0.0145565 secs] 599542K->49327K(2029056K), 0.0146130 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:58.868+0200: 39.893: [GC (Allocation Failure) 2020-09-29T18:31:58.868+0200: 39.893: [ParNew: 577843K->52287K(613440K), 0.0183317 secs] 594671K->69115K(2029056K), 0.0183899 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:58.934+0200: 39.959: [GC (Allocation Failure) 2020-09-29T18:31:58.934+0200: 39.959: [ParNew: 597631K->51082K(613440K), 0.0187064 secs] 614459K->67910K(2029056K), 0.0187687 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.002+0200: 40.026: [GC (Allocation Failure) 2020-09-29T18:31:59.002+0200: 40.026: [ParNew: 596426K->68096K(613440K), 0.0225350 secs] 613254K->84924K(2029056K), 0.0225960 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.074+0200: 40.099: [GC (Allocation Failure) 2020-09-29T18:31:59.074+0200: 40.099: [ParNew: 613440K->50798K(613440K), 0.0177792 secs] 630268K->67627K(2029056K), 0.0178532 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.144+0200: 40.168: [GC (Allocation Failure) 2020-09-29T18:31:59.144+0200: 40.168: [ParNew: 596142K->45913K(613440K), 0.0171034 secs] 612971K->62741K(2029056K), 0.0171689 secs] [Times: user=0.24 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.215+0200: 40.239: [GC (Allocation Failure) 2020-09-29T18:31:59.215+0200: 40.239: [ParNew: 591257K->31720K(613440K), 0.0150147 secs] 608085K->48548K(2029056K), 0.0150753 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.278+0200: 40.302: [GC (Allocation Failure) 2020-09-29T18:31:59.278+0200: 40.302: [ParNew: 577064K->51423K(613440K), 0.0184296 secs] 593892K->68251K(2029056K), 0.0184907 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.346+0200: 40.371: [GC (Allocation Failure) 2020-09-29T18:31:59.346+0200: 40.371: [ParNew: 596767K->42152K(613440K), 0.0186224 secs] 613595K->58980K(2029056K), 0.0186864 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.414+0200: 40.439: [GC (Allocation Failure) 2020-09-29T18:31:59.414+0200: 40.439: [ParNew: 587496K->50620K(613440K), 0.0231076 secs] 604324K->67448K(2029056K), 0.0231859 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.490+0200: 40.515: [GC (Allocation Failure) 2020-09-29T18:31:59.490+0200: 40.515: [ParNew: 595964K->43307K(613440K), 0.0169099 secs] 612792K->60135K(2029056K), 0.0169651 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.557+0200: 40.581: [GC (Allocation Failure) 2020-09-29T18:31:59.557+0200: 40.581: [ParNew: 588651K->63528K(613440K), 0.0217428 secs] 605479K->80356K(2029056K), 0.0218371 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.627+0200: 40.652: [GC (Allocation Failure) 2020-09-29T18:31:59.627+0200: 40.652: [ParNew: 608872K->45466K(613440K), 0.0157894 secs] 625700K->62294K(2029056K), 0.0158521 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.691+0200: 40.716: [GC (Allocation Failure) 2020-09-29T18:31:59.691+0200: 40.716: [ParNew: 590810K->25530K(613440K), 0.0069860 secs] 607638K->42358K(2029056K), 0.0070407 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:31:59.750+0200: 40.774: [GC (Allocation Failure) 2020-09-29T18:31:59.750+0200: 40.774: [ParNew: 570874K->55341K(613440K), 0.0238078 secs] 587702K->72169K(2029056K), 0.0238981 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.821+0200: 40.846: [GC (Allocation Failure) 2020-09-29T18:31:59.821+0200: 40.846: [ParNew: 600685K->68096K(613440K), 0.0231088 secs] 617513K->84924K(2029056K), 0.0231625 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.891+0200: 40.916: [GC (Allocation Failure) 2020-09-29T18:31:59.891+0200: 40.916: [ParNew: 613440K->46634K(613440K), 0.0229483 secs] 630268K->63462K(2029056K), 0.0230171 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:31:59.969+0200: 40.994: [GC (Allocation Failure) 2020-09-29T18:31:59.970+0200: 40.994: [ParNew: 591978K->43626K(613440K), 0.0218177 secs] 608806K->60454K(2029056K), 0.0218936 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:00.044+0200: 41.069: [GC (Allocation Failure) 2020-09-29T18:32:00.044+0200: 41.069: [ParNew: 588970K->35132K(613440K), 0.0216320 secs] 605798K->51960K(2029056K), 0.0217013 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:00.121+0200: 41.146: [GC (Allocation Failure) 2020-09-29T18:32:00.121+0200: 41.146: [ParNew: 580476K->55535K(613440K), 0.0279034 secs] 597304K->72364K(2029056K), 0.0279878 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:00.197+0200: 41.222: [GC (Allocation Failure) 2020-09-29T18:32:00.197+0200: 41.222: [ParNew: 600879K->68096K(613440K), 0.0341442 secs] 617708K->85190K(2029056K), 0.0342125 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:00.279+0200: 41.304: [GC (Allocation Failure) 2020-09-29T18:32:00.279+0200: 41.304: [ParNew: 613440K->45139K(613440K), 0.0183668 secs] 630534K->62234K(2029056K), 0.0184363 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:00.359+0200: 41.384: [GC (Allocation Failure) 2020-09-29T18:32:00.359+0200: 41.384: [ParNew: 590483K->41906K(613440K), 0.0230454 secs] 607578K->59000K(2029056K), 0.0231163 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:00.436+0200: 41.461: [GC (Allocation Failure) 2020-09-29T18:32:00.436+0200: 41.461: [ParNew: 587250K->56466K(613440K), 0.0311189 secs] 604344K->73561K(2029056K), 0.0311922 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:00.518+0200: 41.542: [GC (Allocation Failure) 2020-09-29T18:32:00.518+0200: 41.542: [ParNew: 601810K->44579K(613440K), 0.0215586 secs] 618905K->61674K(2029056K), 0.0216351 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:00.593+0200: 41.618: [GC (Allocation Failure) 2020-09-29T18:32:00.593+0200: 41.618: [ParNew: 589923K->52998K(613440K), 0.0302919 secs] 607018K->70092K(2029056K), 0.0303624 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:00.675+0200: 41.700: [GC (Allocation Failure) 2020-09-29T18:32:00.675+0200: 41.700: [ParNew: 598342K->51038K(613440K), 0.0258955 secs] 615436K->68132K(2029056K), 0.0259717 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:00.748+0200: 41.772: [GC (Allocation Failure) 2020-09-29T18:32:00.748+0200: 41.772: [ParNew: 596382K->34456K(613440K), 0.0176181 secs] 613476K->51550K(2029056K), 0.0176906 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:00.817+0200: 41.842: [GC (Allocation Failure) 2020-09-29T18:32:00.817+0200: 41.842: [ParNew: 579800K->50810K(613440K), 0.0259658 secs] 596894K->67904K(2029056K), 0.0260315 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:00.895+0200: 41.919: [GC (Allocation Failure) 2020-09-29T18:32:00.895+0200: 41.919: [ParNew: 596154K->38788K(613440K), 0.0237913 secs] 613248K->55883K(2029056K), 0.0238742 secs] [Times: user=0.14 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:00.968+0200: 41.993: [GC (Allocation Failure) 2020-09-29T18:32:00.968+0200: 41.993: [ParNew: 584132K->62588K(613440K), 0.0303534 secs] 601227K->79683K(2029056K), 0.0304411 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:01.048+0200: 42.073: [GC (Allocation Failure) 2020-09-29T18:32:01.048+0200: 42.073: [ParNew: 607932K->42150K(613440K), 0.0127443 secs] 625027K->59244K(2029056K), 0.0128135 secs] [Times: user=0.13 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:01.109+0200: 42.134: [GC (Allocation Failure) 2020-09-29T18:32:01.110+0200: 42.134: [ParNew: 587494K->42381K(613440K), 0.0287339 secs] 604588K->59476K(2029056K), 0.0288088 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:01.188+0200: 42.213: [GC (Allocation Failure) 2020-09-29T18:32:01.188+0200: 42.213: [ParNew: 587725K->64105K(613440K), 0.0260466 secs] 604820K->81200K(2029056K), 0.0261131 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:01.273+0200: 42.298: [GC (Allocation Failure) 2020-09-29T18:32:01.273+0200: 42.298: [ParNew: 609449K->25690K(613440K), 0.0171019 secs] 626544K->42785K(2029056K), 0.0171694 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:01.352+0200: 42.376: [GC (Allocation Failure) 2020-09-29T18:32:01.352+0200: 42.376: [ParNew: 571034K->43433K(613440K), 0.0237634 secs] 588129K->60527K(2029056K), 0.0238294 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:01.434+0200: 42.459: [GC (Allocation Failure) 2020-09-29T18:32:01.434+0200: 42.459: [ParNew: 588777K->37786K(613440K), 0.0242661 secs] 605871K->54880K(2029056K), 0.0243504 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:01.516+0200: 42.540: [GC (Allocation Failure) 2020-09-29T18:32:01.516+0200: 42.540: [ParNew: 583130K->59173K(613440K), 0.0308284 secs] 600224K->76268K(2029056K), 0.0309302 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:01.599+0200: 42.624: [GC (Allocation Failure) 2020-09-29T18:32:01.599+0200: 42.624: [ParNew: 604517K->43378K(613440K), 0.0206520 secs] 621612K->60473K(2029056K), 0.0207226 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:01.679+0200: 42.704: [GC (Allocation Failure) 2020-09-29T18:32:01.679+0200: 42.704: [ParNew: 588722K->43414K(613440K), 0.0265903 secs] 605817K->60508K(2029056K), 0.0266567 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:01.758+0200: 42.783: [GC (Allocation Failure) 2020-09-29T18:32:01.758+0200: 42.783: [ParNew: 588758K->39744K(613440K), 0.0270212 secs] 605852K->56839K(2029056K), 0.0344192 secs] [Times: user=0.13 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:01.855+0200: 42.880: [GC (Allocation Failure) 2020-09-29T18:32:01.855+0200: 42.880: [ParNew: 585088K->49645K(613440K), 0.0270389 secs] 602183K->66740K(2029056K), 0.0271062 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:01.932+0200: 42.957: [GC (Allocation Failure) 2020-09-29T18:32:01.932+0200: 42.957: [ParNew: 594989K->68096K(613440K), 0.0323433 secs] 612084K->85190K(2029056K), 0.0324219 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:02.014+0200: 43.039: [GC (Allocation Failure) 2020-09-29T18:32:02.014+0200: 43.039: [ParNew: 613440K->44306K(613440K), 0.0152754 secs] 630534K->61401K(2029056K), 0.0153436 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:02.088+0200: 43.113: [GC (Allocation Failure) 2020-09-29T18:32:02.088+0200: 43.113: [ParNew: 589650K->35845K(613440K), 0.0218863 secs] 606745K->52939K(2029056K), 0.0219542 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:02.165+0200: 43.190: [GC (Allocation Failure) 2020-09-29T18:32:02.165+0200: 43.190: [ParNew: 581189K->40361K(613440K), 0.0216440 secs] 598283K->57456K(2029056K), 0.0217179 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:02.238+0200: 43.263: [GC (Allocation Failure) 2020-09-29T18:32:02.238+0200: 43.263: [ParNew: 585705K->53172K(613440K), 0.0266422 secs] 602800K->70267K(2029056K), 0.0267244 secs] [Times: user=0.09 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:02.316+0200: 43.340: [GC (Allocation Failure) 2020-09-29T18:32:02.316+0200: 43.341: [ParNew: 598516K->66524K(613440K), 0.0336893 secs] 615611K->83619K(2029056K), 0.0337634 secs] [Times: user=0.38 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:02.398+0200: 43.423: [GC (Allocation Failure) 2020-09-29T18:32:02.398+0200: 43.423: [ParNew: 611868K->50198K(613440K), 0.0253596 secs] 628963K->67293K(2029056K), 0.0254386 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:02.477+0200: 43.501: [GC (Allocation Failure) 2020-09-29T18:32:02.477+0200: 43.502: [ParNew: 595542K->41819K(613440K), 0.0256954 secs] 612637K->58913K(2029056K), 0.0257725 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:02.551+0200: 43.576: [GC (Allocation Failure) 2020-09-29T18:32:02.551+0200: 43.576: [ParNew: 587163K->28611K(613440K), 0.0156484 secs] 604257K->45706K(2029056K), 0.0157246 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:02.627+0200: 43.652: [GC (Allocation Failure) 2020-09-29T18:32:02.627+0200: 43.652: [ParNew: 573955K->50057K(613440K), 0.0286571 secs] 591050K->67151K(2029056K), 0.0287383 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:02.707+0200: 43.732: [GC (Allocation Failure) 2020-09-29T18:32:02.707+0200: 43.732: [ParNew: 595401K->41419K(613440K), 0.0192478 secs] 612495K->58513K(2029056K), 0.0193166 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:02.785+0200: 43.810: [GC (Allocation Failure) 2020-09-29T18:32:02.785+0200: 43.810: [ParNew: 586763K->57216K(613440K), 0.0345420 secs] 603857K->74311K(2029056K), 0.0346068 secs] [Times: user=0.38 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:02.866+0200: 43.891: [GC (Allocation Failure) 2020-09-29T18:32:02.866+0200: 43.891: [ParNew: 602560K->51647K(613440K), 0.0261327 secs] 619655K->68741K(2029056K), 0.0261982 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:02.945+0200: 43.970: [GC (Allocation Failure) 2020-09-29T18:32:02.945+0200: 43.970: [ParNew: 596991K->44747K(613440K), 0.0256560 secs] 614085K->61842K(2029056K), 0.0257255 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:03.021+0200: 44.046: [GC (Allocation Failure) 2020-09-29T18:32:03.021+0200: 44.046: [ParNew: 590091K->37957K(613440K), 0.0150318 secs] 607186K->55051K(2029056K), 0.0151017 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:03.105+0200: 44.130: [GC (Allocation Failure) 2020-09-29T18:32:03.105+0200: 44.130: [ParNew: 583301K->51531K(613440K), 0.0304727 secs] 600395K->68626K(2029056K), 0.0305445 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:03.189+0200: 44.214: [GC (Allocation Failure) 2020-09-29T18:32:03.189+0200: 44.214: [ParNew: 596875K->68096K(613440K), 0.0296031 secs] 613970K->85190K(2029056K), 0.0296784 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:03.273+0200: 44.298: [GC (Allocation Failure) 2020-09-29T18:32:03.273+0200: 44.298: [ParNew: 613440K->50261K(613440K), 0.0210847 secs] 630534K->67356K(2029056K), 0.0211597 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:03.347+0200: 44.372: [GC (Allocation Failure) 2020-09-29T18:32:03.347+0200: 44.372: [ParNew: 595605K->45716K(613440K), 0.0283122 secs] 612700K->62811K(2029056K), 0.0283873 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:03.428+0200: 44.452: [GC (Allocation Failure) 2020-09-29T18:32:03.428+0200: 44.453: [ParNew: 591060K->39448K(613440K), 0.0224482 secs] 608155K->56543K(2029056K), 0.0225396 secs] [Times: user=0.11 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:03.501+0200: 44.526: [GC (Allocation Failure) 2020-09-29T18:32:03.501+0200: 44.526: [ParNew: 584792K->58169K(613440K), 0.0257924 secs] 601887K->75263K(2029056K), 0.0258829 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:03.583+0200: 44.608: [GC (Allocation Failure) 2020-09-29T18:32:03.583+0200: 44.608: [ParNew: 603513K->43002K(613440K), 0.0271382 secs] 620607K->60096K(2029056K), 0.0272392 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:03.660+0200: 44.685: [GC (Allocation Failure) 2020-09-29T18:32:03.660+0200: 44.685: [ParNew: 588346K->45900K(613440K), 0.0254802 secs] 605440K->62995K(2029056K), 0.0255777 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:03.733+0200: 44.758: [GC (Allocation Failure) 2020-09-29T18:32:03.733+0200: 44.758: [ParNew: 591244K->36989K(613440K), 0.0224995 secs] 608339K->54084K(2029056K), 0.0225701 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:03.817+0200: 44.842: [GC (Allocation Failure) 2020-09-29T18:32:03.817+0200: 44.842: [ParNew: 582333K->52422K(613440K), 0.0300333 secs] 599428K->69516K(2029056K), 0.0301180 secs] [Times: user=0.11 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:03.898+0200: 44.923: [GC (Allocation Failure) 2020-09-29T18:32:03.898+0200: 44.923: [ParNew: 597766K->45291K(613440K), 0.0269738 secs] 614860K->62386K(2029056K), 0.0270488 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:03.977+0200: 45.002: [GC (Allocation Failure) 2020-09-29T18:32:03.977+0200: 45.002: [ParNew: 590635K->68096K(613440K), 0.0339677 secs] 607730K->85808K(2029056K), 0.0340330 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:04.060+0200: 45.085: [GC (Allocation Failure) 2020-09-29T18:32:04.060+0200: 45.085: [ParNew: 613440K->66770K(613440K), 0.0323789 secs] 631152K->84482K(2029056K), 0.0324623 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:04.143+0200: 45.168: [GC (Allocation Failure) 2020-09-29T18:32:04.143+0200: 45.168: [ParNew: 612114K->68096K(613440K), 0.0337289 secs] 629826K->85930K(2029056K), 0.0338188 secs] [Times: user=0.34 sys=0.01, real=0.03 secs] 
2020-09-29T18:32:04.227+0200: 45.252: [GC (Allocation Failure) 2020-09-29T18:32:04.227+0200: 45.252: [ParNew: 613440K->43740K(613440K), 0.0230676 secs] 631274K->61574K(2029056K), 0.0231356 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:04.302+0200: 45.327: [GC (Allocation Failure) 2020-09-29T18:32:04.302+0200: 45.327: [ParNew: 589084K->41981K(613440K), 0.0202195 secs] 606918K->59816K(2029056K), 0.0202897 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:04.375+0200: 45.400: [GC (Allocation Failure) 2020-09-29T18:32:04.375+0200: 45.400: [ParNew: 587325K->58540K(613440K), 0.0256608 secs] 605160K->76374K(2029056K), 0.0257478 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:04.460+0200: 45.485: [GC (Allocation Failure) 2020-09-29T18:32:04.460+0200: 45.485: [ParNew: 603884K->43686K(613440K), 0.0266076 secs] 621718K->61520K(2029056K), 0.0266813 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:04.538+0200: 45.563: [GC (Allocation Failure) 2020-09-29T18:32:04.538+0200: 45.563: [ParNew: 589030K->33749K(613440K), 0.0102704 secs] 606864K->51583K(2029056K), 0.0103413 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-09-29T18:32:04.601+0200: 45.626: [GC (Allocation Failure) 2020-09-29T18:32:04.601+0200: 45.626: [ParNew: 579093K->64359K(613440K), 0.0408391 secs] 596927K->82193K(2029056K), 0.0409184 secs] [Times: user=0.22 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:04.690+0200: 45.715: [GC (Allocation Failure) 2020-09-29T18:32:04.690+0200: 45.715: [ParNew: 609703K->52911K(613440K), 0.0298497 secs] 627537K->70745K(2029056K), 0.0299198 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:04.776+0200: 45.801: [GC (Allocation Failure) 2020-09-29T18:32:04.776+0200: 45.801: [ParNew: 598255K->53282K(613440K), 0.0284123 secs] 616089K->71116K(2029056K), 0.0284912 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:04.859+0200: 45.884: [GC (Allocation Failure) 2020-09-29T18:32:04.859+0200: 45.884: [ParNew: 598626K->45517K(613440K), 0.0190958 secs] 616460K->63351K(2029056K), 0.0191702 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:04.936+0200: 45.961: [GC (Allocation Failure) 2020-09-29T18:32:04.936+0200: 45.961: [ParNew: 590861K->33811K(613440K), 0.0220912 secs] 608695K->51645K(2029056K), 0.0221743 secs] [Times: user=0.25 sys=0.00, real=0.02 secs] 
2020-09-29T18:32:05.012+0200: 46.037: [GC (Allocation Failure) 2020-09-29T18:32:05.012+0200: 46.037: [ParNew: 579155K->49044K(613440K), 0.0290643 secs] 596989K->66878K(2029056K), 0.0291433 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:05.089+0200: 46.114: [GC (Allocation Failure) 2020-09-29T18:32:05.089+0200: 46.114: [ParNew: 594388K->62515K(613440K), 0.0358751 secs] 612222K->80349K(2029056K), 0.0359588 secs] [Times: user=0.25 sys=0.00, real=0.04 secs] 
2020-09-29T18:32:05.180+0200: 46.205: [GC (Allocation Failure) 2020-09-29T18:32:05.180+0200: 46.205: [ParNew: 607859K->51790K(613440K), 0.0255504 secs] 625693K->69624K(2029056K), 0.0256310 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:05.266+0200: 46.291: [GC (Allocation Failure) 2020-09-29T18:32:05.266+0200: 46.291: [ParNew: 597134K->48545K(613440K), 0.0328698 secs] 614968K->66379K(2029056K), 0.0329484 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2020-09-29T18:32:05.351+0200: 46.376: [GC (Allocation Failure) 2020-09-29T18:32:05.351+0200: 46.376: [ParNew: 593889K->38834K(613440K), 0.0218781 secs] 611723K->56668K(2029056K), 0.0219708 secs] [Times: user=0.13 sys=0.00, real=0.02 secs] 
